Model,MSO4104
Firmware Version,2.48

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,1e-06,,,
Sample Interval,1e-09,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,500,500,10,10
Vertical Units,V,V,A,A
Vertical Offset,0,0,0,0
Vertical Scale,500,100,1,2
Label,,,,
TIME,CH1,CH2,CH3,CH4
-1.5690e-06,-630,-196,-1.46,-4.04
-1.5680e-06,-650,-196,-1.42,-3.96
-1.5670e-06,-610,-192,-1.42,-3.96
-1.5660e-06,-630,-200,-1.38,-4.04
-1.5650e-06,-670,-200,-1.5,-4.04
-1.5640e-06,-650,-196,-1.46,-4.04
-1.5630e-06,-650,-192,-1.42,-4.04
-1.5620e-06,-610,-200,-1.42,-3.96
-1.5610e-06,-610,-196,-1.46,-4.04
-1.5600e-06,-630,-204,-1.42,-3.96
-1.5590e-06,-630,-192,-1.46,-4.12
-1.5580e-06,-630,-200,-1.5,-3.96
-1.5570e-06,-630,-200,-1.42,-3.96
-1.5560e-06,-610,-200,-1.5,-4.04
-1.5550e-06,-630,-192,-1.5,-4.12
-1.5540e-06,-630,-200,-1.46,-3.96
-1.5530e-06,-630,-196,-1.46,-4.04
-1.5520e-06,-570,-200,-1.5,-3.88
-1.5510e-06,-670,-196,-1.5,-3.96
-1.5500e-06,-630,-200,-1.46,-3.96
-1.5490e-06,-650,-192,-1.46,-4.04
-1.5480e-06,-610,-196,-1.54,-3.96
-1.5470e-06,-630,-200,-1.5,-4.04
-1.5460e-06,-630,-196,-1.5,-4.04
-1.5450e-06,-630,-196,-1.5,-3.88
-1.5440e-06,-610,-200,-1.42,-3.96
-1.5430e-06,-630,-196,-1.5,-3.88
-1.5420e-06,-610,-200,-1.46,-4.12
-1.5410e-06,-630,-196,-1.5,-4.04
-1.5400e-06,-610,-196,-1.5,-4.12
-1.5390e-06,-670,-196,-1.5,-3.96
-1.5380e-06,-630,-200,-1.54,-3.96
-1.5370e-06,-630,-200,-1.54,-3.88
-1.5360e-06,-610,-196,-1.46,-4.12
-1.5350e-06,-630,-200,-1.54,-4.04
-1.5340e-06,-610,-200,-1.54,-4.04
-1.5330e-06,-650,-196,-1.54,-4.12
-1.5320e-06,-650,-196,-1.42,-4.04
-1.5310e-06,-610,-196,-1.54,-4.12
-1.5300e-06,-630,-204,-1.5,-4.12
-1.5290e-06,-630,-196,-1.54,-4.12
-1.5280e-06,-630,-192,-1.54,-4.04
-1.5270e-06,-630,-200,-1.5,-4.12
-1.5260e-06,-650,-188,-1.5,-4.04
-1.5250e-06,-610,-192,-1.58,-3.96
-1.5240e-06,-590,-204,-1.54,-3.96
-1.5230e-06,-650,-192,-1.54,-4.12
-1.5220e-06,-630,-200,-1.5,-3.88
-1.5210e-06,-630,-192,-1.5,-4.04
-1.5200e-06,-650,-192,-1.54,-4.04
-1.5190e-06,-610,-196,-1.62,-4.04
-1.5180e-06,-630,-200,-1.5,-3.96
-1.5170e-06,-630,-200,-1.58,-4.04
-1.5160e-06,-630,-200,-1.58,-4.12
-1.5150e-06,-630,-204,-1.5,-4.12
-1.5140e-06,-610,-200,-1.5,-4.04
-1.5130e-06,-630,-192,-1.54,-4.12
-1.5120e-06,-630,-196,-1.62,-3.96
-1.5110e-06,-650,-196,-1.58,-4.04
-1.5100e-06,-630,-196,-1.58,-3.96
-1.5090e-06,-650,-196,-1.58,-4.2
-1.5080e-06,-630,-192,-1.62,-4.12
-1.5070e-06,-590,-196,-1.54,-4.12
-1.5060e-06,-630,-192,-1.62,-3.96
-1.5050e-06,-630,-196,-1.62,-4.2
-1.5040e-06,-650,-196,-1.62,-4.04
-1.5030e-06,-650,-196,-1.66,-4.04
-1.5020e-06,-630,-196,-1.54,-4.12
-1.5010e-06,-650,-196,-1.54,-4.12
-1.5000e-06,-670,-204,-1.62,-4.12
-1.4990e-06,-630,-188,-1.62,-4.12
-1.4980e-06,-610,-196,-1.62,-4.12
-1.4970e-06,-630,-196,-1.58,-4.04
-1.4960e-06,-610,-196,-1.62,-4.12
-1.4950e-06,-630,-192,-1.58,-4.12
-1.4940e-06,-630,-192,-1.62,-4.04
-1.4930e-06,-650,-196,-1.62,-4.28
-1.4920e-06,-630,-204,-1.58,-4.04
-1.4910e-06,-630,-196,-1.62,-4.04
-1.4900e-06,-630,-196,-1.54,-4.04
-1.4890e-06,-650,-196,-1.58,-4.04
-1.4880e-06,-630,-200,-1.62,-4.04
-1.4870e-06,-650,-200,-1.7,-4.12
-1.4860e-06,-630,-200,-1.62,-4.04
-1.4850e-06,-630,-192,-1.62,-4.12
-1.4840e-06,-610,-204,-1.62,-4.04
-1.4830e-06,-630,-192,-1.62,-4.12
-1.4820e-06,-610,-200,-1.66,-4.12
-1.4810e-06,-630,-192,-1.58,-4.04
-1.4800e-06,-650,-196,-1.62,-4.12
-1.4790e-06,-630,-192,-1.62,-4.2
-1.4780e-06,-630,-196,-1.58,-4.12
-1.4770e-06,-670,-200,-1.62,-4.2
-1.4760e-06,-630,-200,-1.58,-4.12
-1.4750e-06,-650,-196,-1.62,-4.12
-1.4740e-06,-610,-196,-1.58,-4.12
-1.4730e-06,-650,-192,-1.62,-4.28
-1.4720e-06,-650,-204,-1.62,-4.12
-1.4710e-06,-650,-196,-1.66,-4.12
-1.4700e-06,-590,-196,-1.66,-4.12
-1.4690e-06,-650,-200,-1.66,-4.12
-1.4680e-06,-610,-196,-1.62,-4.12
-1.4670e-06,-630,-196,-1.54,-4.12
-1.4660e-06,-610,-196,-1.62,-4.04
-1.4650e-06,-630,-200,-1.7,-4.2
-1.4640e-06,-630,-200,-1.62,-4.2
-1.4630e-06,-630,-192,-1.66,-4.2
-1.4620e-06,-610,-192,-1.7,-4.04
-1.4610e-06,-610,-196,-1.66,-4.12
-1.4600e-06,-650,-196,-1.66,-4.12
-1.4590e-06,-630,-196,-1.74,-4.12
-1.4580e-06,-630,-200,-1.66,-4.12
-1.4570e-06,-610,-200,-1.7,-4.28
-1.4560e-06,-630,-196,-1.66,-4.12
-1.4550e-06,-630,-192,-1.66,-4.2
-1.4540e-06,-630,-192,-1.62,-4.12
-1.4530e-06,-590,-200,-1.74,-4.04
-1.4520e-06,-630,-200,-1.74,-4.12
-1.4510e-06,-630,-200,-1.7,-4.12
-1.4500e-06,-630,-196,-1.66,-4.2
-1.4490e-06,-610,-200,-1.7,-4.12
-1.4480e-06,-610,-200,-1.66,-4.28
-1.4470e-06,-610,-196,-1.74,-4.2
-1.4460e-06,-610,-192,-1.62,-4.2
-1.4450e-06,-650,-196,-1.66,-4.2
-1.4440e-06,-650,-200,-1.7,-4.2
-1.4430e-06,-610,-200,-1.78,-4.2
-1.4420e-06,-630,-192,-1.66,-4.2
-1.4410e-06,-630,-192,-1.78,-4.2
-1.4400e-06,-650,-200,-1.7,-4.2
-1.4390e-06,-630,-200,-1.66,-4.28
-1.4380e-06,-630,-200,-1.66,-4.28
-1.4370e-06,-630,-200,-1.66,-4.28
-1.4360e-06,-650,-200,-1.7,-4.28
-1.4350e-06,-650,-196,-1.78,-4.28
-1.4340e-06,-630,-196,-1.74,-4.12
-1.4330e-06,-650,-200,-1.74,-4.2
-1.4320e-06,-590,-200,-1.66,-4.28
-1.4310e-06,-610,-196,-1.7,-4.28
-1.4300e-06,-630,-196,-1.7,-4.28
-1.4290e-06,-630,-200,-1.78,-4.2
-1.4280e-06,-630,-192,-1.74,-4.12
-1.4270e-06,-650,-192,-1.74,-4.28
-1.4260e-06,-630,-204,-1.7,-4.2
-1.4250e-06,-650,-192,-1.7,-4.28
-1.4240e-06,-590,-196,-1.78,-4.2
-1.4230e-06,-670,-196,-1.78,-4.2
-1.4220e-06,-630,-196,-1.74,-4.28
-1.4210e-06,-610,-200,-1.78,-4.28
-1.4200e-06,-650,-200,-1.78,-4.28
-1.4190e-06,-650,-200,-1.78,-4.28
-1.4180e-06,-630,-196,-1.74,-4.2
-1.4170e-06,-630,-196,-1.78,-4.28
-1.4160e-06,-610,-200,-1.7,-4.2
-1.4150e-06,-610,-196,-1.82,-4.28
-1.4140e-06,-630,-200,-1.74,-4.28
-1.4130e-06,-610,-192,-1.78,-4.28
-1.4120e-06,-650,-200,-1.78,-4.36
-1.4110e-06,-630,-196,-1.74,-4.28
-1.4100e-06,-630,-200,-1.7,-4.28
-1.4090e-06,-630,-192,-1.74,-4.28
-1.4080e-06,-570,-196,-1.86,-4.12
-1.4070e-06,-650,-196,-1.78,-4.2
-1.4060e-06,-610,-196,-1.78,-4.12
-1.4050e-06,-630,-192,-1.78,-4.36
-1.4040e-06,-630,-196,-1.78,-4.36
-1.4030e-06,-630,-196,-1.74,-4.36
-1.4020e-06,-630,-192,-1.82,-4.2
-1.4010e-06,-610,-196,-1.82,-4.28
-1.4000e-06,-610,-200,-1.78,-4.2
-1.3990e-06,-630,-184,-1.82,-4.36
-1.3980e-06,-630,-196,-1.82,-4.28
-1.3970e-06,-650,-192,-1.82,-4.36
-1.3960e-06,-630,-196,-1.78,-4.44
-1.3950e-06,-630,-192,-1.78,-4.28
-1.3940e-06,-630,-200,-1.9,-4.28
-1.3930e-06,-590,-192,-1.9,-4.36
-1.3920e-06,-610,-196,-1.78,-4.28
-1.3910e-06,-630,-200,-1.82,-4.36
-1.3900e-06,-630,-192,-1.9,-4.28
-1.3890e-06,-630,-196,-1.78,-4.36
-1.3880e-06,-630,-192,-1.82,-4.2
-1.3870e-06,-630,-196,-1.86,-4.28
-1.3860e-06,-610,-200,-1.86,-4.36
-1.3850e-06,-610,-196,-1.86,-4.36
-1.3840e-06,-610,-196,-1.86,-4.36
-1.3830e-06,-630,-192,-1.9,-4.44
-1.3820e-06,-630,-200,-1.86,-4.36
-1.3810e-06,-630,-200,-1.78,-4.36
-1.3800e-06,-610,-200,-1.78,-4.36
-1.3790e-06,-630,-192,-1.86,-4.36
-1.3780e-06,-630,-196,-1.9,-4.28
-1.3770e-06,-630,-204,-1.82,-4.36
-1.3760e-06,-610,-192,-1.78,-4.44
-1.3750e-06,-650,-192,-1.94,-4.44
-1.3740e-06,-590,-200,-1.9,-4.36
-1.3730e-06,-630,-200,-1.9,-4.36
-1.3720e-06,-630,-204,-1.9,-4.36
-1.3710e-06,-650,-196,-1.86,-4.44
-1.3700e-06,-630,-200,-1.9,-4.36
-1.3690e-06,-630,-196,-1.9,-4.44
-1.3680e-06,-610,-200,-1.9,-4.44
-1.3670e-06,-630,-192,-1.86,-4.44
-1.3660e-06,-630,-200,-1.9,-4.36
-1.3650e-06,-650,-192,-1.9,-4.36
-1.3640e-06,-630,-192,-1.9,-4.36
-1.3630e-06,-650,-192,-1.86,-4.36
-1.3620e-06,-630,-196,-1.86,-4.28
-1.3610e-06,-610,-196,-1.86,-4.44
-1.3600e-06,-630,-196,-1.98,-4.36
-1.3590e-06,-630,-196,-1.94,-4.44
-1.3580e-06,-590,-196,-1.86,-4.44
-1.3570e-06,-630,-196,-1.86,-4.44
-1.3560e-06,-630,-192,-1.82,-4.36
-1.3550e-06,-650,-200,-1.82,-4.44
-1.3540e-06,-630,-200,-1.86,-4.36
-1.3530e-06,-630,-200,-1.9,-4.44
-1.3520e-06,-630,-196,-1.9,-4.36
-1.3510e-06,-650,-200,-1.9,-4.44
-1.3500e-06,-630,-192,-1.94,-4.44
-1.3490e-06,-610,-192,-1.94,-4.52
-1.3480e-06,-630,-196,-1.94,-4.44
-1.3470e-06,-650,-192,-1.94,-4.52
-1.3460e-06,-630,-196,-1.9,-4.36
-1.3450e-06,-610,-192,-1.94,-4.36
-1.3440e-06,-630,-200,-1.94,-4.36
-1.3430e-06,-630,-200,-2.02,-4.6
-1.3420e-06,-650,-196,-1.9,-4.36
-1.3410e-06,-630,-196,-1.94,-4.44
-1.3400e-06,-650,-192,-1.9,-4.44
-1.3390e-06,-630,-192,-1.98,-4.36
-1.3380e-06,-630,-204,-1.94,-4.36
-1.3370e-06,-630,-192,-1.94,-4.36
-1.3360e-06,-650,-200,-1.94,-4.36
-1.3350e-06,-650,-200,-1.94,-4.52
-1.3340e-06,-630,-200,-1.9,-4.36
-1.3330e-06,-650,-200,-1.98,-4.44
-1.3320e-06,-610,-196,-1.98,-4.36
-1.3310e-06,-670,-192,-1.9,-4.52
-1.3300e-06,-630,-196,-1.98,-4.44
-1.3290e-06,-630,-196,-1.98,-4.52
-1.3280e-06,-590,-192,-1.94,-4.52
-1.3270e-06,-630,-196,-1.94,-4.52
-1.3260e-06,-670,-200,-1.98,-4.36
-1.3250e-06,-630,-196,-1.94,-4.44
-1.3240e-06,-650,-196,-1.98,-4.44
-1.3230e-06,-650,-196,-1.9,-4.52
-1.3220e-06,-630,-200,-1.94,-4.52
-1.3210e-06,-630,-192,-1.98,-4.52
-1.3200e-06,-630,-200,-1.94,-4.44
-1.3190e-06,-630,-204,-1.94,-4.52
-1.3180e-06,-630,-200,-1.94,-4.36
-1.3170e-06,-630,-196,-1.98,-4.44
-1.3160e-06,-610,-200,-1.94,-4.44
-1.3150e-06,-630,-200,-1.94,-4.52
-1.3140e-06,-630,-200,-1.94,-4.44
-1.3130e-06,-650,-188,-1.94,-4.52
-1.3120e-06,-630,-200,-2.02,-4.44
-1.3110e-06,-630,-196,-1.98,-4.6
-1.3100e-06,-610,-200,-2.02,-4.52
-1.3090e-06,-630,-196,-2.02,-4.52
-1.3080e-06,-610,-200,-1.98,-4.52
-1.3070e-06,-630,-184,-2.02,-4.6
-1.3060e-06,-630,-204,-1.98,-4.52
-1.3050e-06,-610,-196,-2.06,-4.44
-1.3040e-06,-630,-192,-2.02,-4.44
-1.3030e-06,-610,-200,-1.98,-4.52
-1.3020e-06,-650,-196,-1.98,-4.44
-1.3010e-06,-590,-196,-1.98,-4.52
-1.3000e-06,-630,-192,-2.06,-4.36
-1.2990e-06,-630,-196,-2.02,-4.36
-1.2980e-06,-590,-196,-2.06,-4.52
-1.2970e-06,-650,-196,-2.06,-4.52
-1.2960e-06,-610,-192,-2.02,-4.52
-1.2950e-06,-650,-192,-2.02,-4.52
-1.2940e-06,-630,-196,-1.98,-4.52
-1.2930e-06,-610,-196,-2.06,-4.44
-1.2920e-06,-630,-200,-1.94,-4.52
-1.2910e-06,-630,-200,-2.02,-4.6
-1.2900e-06,-630,-196,-1.98,-4.6
-1.2890e-06,-630,-196,-1.94,-4.52
-1.2880e-06,-610,-196,-2.06,-4.52
-1.2870e-06,-610,-196,-1.98,-4.6
-1.2860e-06,-610,-196,-2.06,-4.44
-1.2850e-06,-610,-200,-2.02,-4.52
-1.2840e-06,-610,-200,-2.02,-4.6
-1.2830e-06,-630,-192,-2.02,-4.6
-1.2820e-06,-650,-196,-2.02,-4.52
-1.2810e-06,-610,-192,-2.02,-4.6
-1.2800e-06,-610,-196,-2.02,-4.52
-1.2790e-06,-630,-196,-2.1,-4.6
-1.2780e-06,-610,-200,-2.06,-4.52
-1.2770e-06,-630,-196,-2.02,-4.6
-1.2760e-06,-630,-192,-2.02,-4.6
-1.2750e-06,-630,-192,-2.06,-4.52
-1.2740e-06,-630,-200,-2.06,-4.52
-1.2730e-06,-630,-192,-2.02,-4.6
-1.2720e-06,-610,-200,-2.06,-4.52
-1.2710e-06,-630,-196,-1.98,-4.6
-1.2700e-06,-610,-200,-2.1,-4.44
-1.2690e-06,-630,-196,-2.1,-4.52
-1.2680e-06,-630,-200,-2.06,-4.6
-1.2670e-06,-650,-196,-2.02,-4.52
-1.2660e-06,-610,-200,-2.02,-4.52
-1.2650e-06,-630,-188,-2.06,-4.52
-1.2640e-06,-610,-200,-2.06,-4.52
-1.2630e-06,-610,-196,-2.06,-4.44
-1.2620e-06,-650,-196,-2.06,-4.6
-1.2610e-06,-650,-192,-2.06,-4.68
-1.2600e-06,-610,-192,-2.06,-4.52
-1.2590e-06,-670,-192,-2.06,-4.68
-1.2580e-06,-590,-200,-2.06,-4.52
-1.2570e-06,-630,-200,-2.06,-4.6
-1.2560e-06,-610,-196,-2.14,-4.52
-1.2550e-06,-610,-200,-2.1,-4.68
-1.2540e-06,-630,-192,-2.1,-4.6
-1.2530e-06,-590,-188,-2.14,-4.6
-1.2520e-06,-590,-196,-2.1,-4.6
-1.2510e-06,-610,-200,-2.14,-4.6
-1.2500e-06,-630,-200,-2.1,-4.6
-1.2490e-06,-610,-196,-2.14,-4.6
-1.2480e-06,-630,-196,-2.14,-4.52
-1.2470e-06,-590,-192,-2.14,-4.68
-1.2460e-06,-630,-200,-2.14,-4.6
-1.2450e-06,-630,-196,-2.1,-4.76
-1.2440e-06,-570,-200,-2.18,-4.68
-1.2430e-06,-670,-188,-2.14,-4.6
-1.2420e-06,-630,-196,-2.14,-4.68
-1.2410e-06,-570,-192,-2.14,-4.6
-1.2400e-06,-630,-196,-2.14,-4.68
-1.2390e-06,-650,-196,-2.14,-4.76
-1.2380e-06,-610,-196,-2.14,-4.6
-1.2370e-06,-610,-192,-2.18,-4.68
-1.2360e-06,-630,-192,-2.14,-4.68
-1.2350e-06,-630,-200,-2.1,-4.52
-1.2340e-06,-610,-196,-2.14,-4.6
-1.2330e-06,-610,-200,-2.1,-4.6
-1.2320e-06,-630,-200,-2.22,-4.52
-1.2310e-06,-610,-192,-2.1,-4.68
-1.2300e-06,-630,-200,-2.14,-4.6
-1.2290e-06,-650,-192,-2.18,-4.68
-1.2280e-06,-630,-196,-2.18,-4.76
-1.2270e-06,-630,-196,-2.14,-4.76
-1.2260e-06,-630,-200,-2.18,-4.68
-1.2250e-06,-630,-196,-2.22,-4.6
-1.2240e-06,-570,-196,-2.14,-4.68
-1.2230e-06,-630,-196,-2.26,-4.68
-1.2220e-06,-630,-196,-2.18,-4.68
-1.2210e-06,-610,-200,-2.14,-4.6
-1.2200e-06,-630,-192,-2.14,-4.76
-1.2190e-06,-630,-200,-2.18,-4.68
-1.2180e-06,-630,-196,-2.26,-4.68
-1.2170e-06,-630,-196,-2.22,-4.76
-1.2160e-06,-630,-196,-2.18,-4.76
-1.2150e-06,-610,-188,-2.22,-4.76
-1.2140e-06,-630,-192,-2.22,-4.68
-1.2130e-06,-610,-192,-2.14,-4.76
-1.2120e-06,-610,-192,-2.26,-4.68
-1.2110e-06,-630,-196,-2.22,-4.68
-1.2100e-06,-630,-200,-2.22,-4.6
-1.2090e-06,-630,-196,-2.22,-4.76
-1.2080e-06,-590,-192,-2.18,-4.68
-1.2070e-06,-610,-196,-2.26,-4.6
-1.2060e-06,-630,-200,-2.18,-4.68
-1.2050e-06,-590,-196,-2.3,-4.68
-1.2040e-06,-630,-204,-2.18,-4.76
-1.2030e-06,-630,-196,-2.26,-4.68
-1.2020e-06,-650,-196,-2.18,-4.84
-1.2010e-06,-630,-192,-2.22,-4.68
-1.2000e-06,-610,-200,-2.26,-4.84
-1.1990e-06,-650,-200,-2.26,-4.76
-1.1980e-06,-630,-200,-2.18,-4.68
-1.1970e-06,-630,-192,-2.26,-4.76
-1.1960e-06,-630,-188,-2.18,-4.76
-1.1950e-06,-630,-192,-2.3,-4.84
-1.1940e-06,-610,-196,-2.22,-4.6
-1.1930e-06,-630,-192,-2.26,-4.84
-1.1920e-06,-610,-188,-2.3,-4.68
-1.1910e-06,-630,-188,-2.26,-4.76
-1.1900e-06,-610,-200,-2.3,-4.84
-1.1890e-06,-590,-200,-2.34,-4.76
-1.1880e-06,-630,-192,-2.22,-4.76
-1.1870e-06,-610,-200,-2.26,-4.76
-1.1860e-06,-630,-196,-2.26,-4.76
-1.1850e-06,-630,-196,-2.26,-4.84
-1.1840e-06,-630,-200,-2.18,-4.76
-1.1830e-06,-630,-192,-2.3,-4.76
-1.1820e-06,-610,-192,-2.3,-4.76
-1.1810e-06,-630,-196,-2.34,-4.92
-1.1800e-06,-650,-196,-2.22,-4.76
-1.1790e-06,-630,-196,-2.26,-4.76
-1.1780e-06,-610,-192,-2.26,-4.76
-1.1770e-06,-630,-196,-2.26,-4.84
-1.1760e-06,-610,-192,-2.22,-4.84
-1.1750e-06,-570,-196,-2.3,-4.84
-1.1740e-06,-650,-204,-2.3,-4.76
-1.1730e-06,-630,-196,-2.26,-4.92
-1.1720e-06,-610,-196,-2.3,-4.84
-1.1710e-06,-630,-192,-2.26,-4.76
-1.1700e-06,-630,-196,-2.26,-4.84
-1.1690e-06,-630,-200,-2.34,-4.92
-1.1680e-06,-590,-196,-2.26,-4.92
-1.1670e-06,-650,-196,-2.34,-4.76
-1.1660e-06,-650,-192,-2.34,-4.76
-1.1650e-06,-630,-188,-2.38,-4.92
-1.1640e-06,-630,-192,-2.34,-4.84
-1.1630e-06,-630,-196,-2.34,-4.68
-1.1620e-06,-630,-192,-2.26,-4.68
-1.1610e-06,-630,-200,-2.34,-4.76
-1.1600e-06,-590,-192,-2.3,-4.76
-1.1590e-06,-610,-192,-2.3,-4.84
-1.1580e-06,-590,-196,-2.3,-4.84
-1.1570e-06,-610,-196,-2.3,-4.92
-1.1560e-06,-650,-192,-2.34,-4.84
-1.1550e-06,-630,-192,-2.38,-4.76
-1.1540e-06,-610,-196,-2.34,-4.84
-1.1530e-06,-650,-192,-2.34,-4.84
-1.1520e-06,-630,-200,-2.42,-4.84
-1.1510e-06,-590,-192,-2.38,-4.92
-1.1500e-06,-630,-200,-2.38,-4.76
-1.1490e-06,-630,-192,-2.38,-4.92
-1.1480e-06,-630,-192,-2.34,-4.76
-1.1470e-06,-630,-192,-2.3,-4.84
-1.1460e-06,-610,-196,-2.26,-4.84
-1.1450e-06,-630,-192,-2.42,-4.92
-1.1440e-06,-630,-196,-2.34,-4.68
-1.1430e-06,-570,-196,-2.38,-4.92
-1.1420e-06,-610,-200,-2.38,-4.84
-1.1410e-06,-630,-200,-2.38,-4.92
-1.1400e-06,-630,-196,-2.3,-4.76
-1.1390e-06,-590,-196,-2.38,-4.84
-1.1380e-06,-590,-196,-2.38,-4.84
-1.1370e-06,-630,-192,-2.38,-4.92
-1.1360e-06,-630,-200,-2.34,-4.84
-1.1350e-06,-650,-192,-2.34,-4.92
-1.1340e-06,-610,-196,-2.38,-4.92
-1.1330e-06,-610,-192,-2.38,-4.84
-1.1320e-06,-630,-196,-2.42,-4.84
-1.1310e-06,-630,-196,-2.42,-4.84
-1.1300e-06,-630,-192,-2.34,-4.92
-1.1290e-06,-610,-192,-2.34,-4.92
-1.1280e-06,-610,-200,-2.3,-4.92
-1.1270e-06,-630,-188,-2.34,-4.92
-1.1260e-06,-650,-196,-2.42,-4.76
-1.1250e-06,-610,-192,-2.38,-4.84
-1.1240e-06,-610,-196,-2.38,-4.84
-1.1230e-06,-630,-196,-2.38,-4.92
-1.1220e-06,-610,-192,-2.42,-4.84
-1.1210e-06,-650,-196,-2.42,-4.92
-1.1200e-06,-630,-200,-2.3,-4.76
-1.1190e-06,-610,-192,-2.42,-4.92
-1.1180e-06,-610,-196,-2.42,-4.84
-1.1170e-06,-610,-200,-2.38,-4.92
-1.1160e-06,-610,-192,-2.42,-4.84
-1.1150e-06,-630,-192,-2.42,-4.76
-1.1140e-06,-610,-200,-2.46,-4.92
-1.1130e-06,-610,-196,-2.34,-5
-1.1120e-06,-610,-196,-2.42,-4.92
-1.1110e-06,-630,-196,-2.42,-5
-1.1100e-06,-630,-204,-2.42,-4.92
-1.1090e-06,-610,-188,-2.38,-5
-1.1080e-06,-630,-196,-2.38,-5
-1.1070e-06,-610,-196,-2.38,-5
-1.1060e-06,-590,-192,-2.42,-4.92
-1.1050e-06,-630,-196,-2.46,-5
-1.1040e-06,-610,-196,-2.42,-4.92
-1.1030e-06,-650,-188,-2.42,-5.08
-1.1020e-06,-590,-192,-2.42,-4.92
-1.1010e-06,-670,-196,-2.38,-5
-1.1000e-06,-590,-192,-2.42,-5
-1.0990e-06,-630,-200,-2.46,-4.84
-1.0980e-06,-630,-196,-2.42,-5.08
-1.0970e-06,-630,-192,-2.46,-5
-1.0960e-06,-610,-192,-2.46,-5
-1.0950e-06,-650,-204,-2.46,-5
-1.0940e-06,-610,-196,-2.5,-5.08
-1.0930e-06,-630,-196,-2.42,-5
-1.0920e-06,-590,-196,-2.46,-5
-1.0910e-06,-630,-200,-2.46,-5.08
-1.0900e-06,-590,-192,-2.46,-5
-1.0890e-06,-630,-196,-2.46,-5
-1.0880e-06,-630,-200,-2.42,-5.08
-1.0870e-06,-630,-196,-2.5,-5.08
-1.0860e-06,-590,-200,-2.42,-5.08
-1.0850e-06,-610,-196,-2.5,-5.08
-1.0840e-06,-650,-196,-2.42,-5.08
-1.0830e-06,-650,-192,-2.46,-5.08
-1.0820e-06,-630,-200,-2.46,-5.08
-1.0810e-06,-630,-196,-2.46,-5.24
-1.0800e-06,-610,-196,-2.5,-5.16
-1.0790e-06,-630,-196,-2.5,-5.08
-1.0780e-06,-630,-192,-2.54,-5.08
-1.0770e-06,-630,-196,-2.46,-5.16
-1.0760e-06,-610,-192,-2.54,-5.08
-1.0750e-06,-610,-196,-2.5,-5.08
-1.0740e-06,-630,-200,-2.46,-5
-1.0730e-06,-650,-192,-2.58,-5.16
-1.0720e-06,-630,-196,-2.5,-5.08
-1.0710e-06,-610,-192,-2.54,-5.16
-1.0700e-06,-610,-196,-2.5,-5.08
-1.0690e-06,-630,-200,-2.54,-5.16
-1.0680e-06,-630,-192,-2.5,-5.08
-1.0670e-06,-610,-196,-2.46,-5.16
-1.0660e-06,-610,-196,-2.54,-5.08
-1.0650e-06,-630,-192,-2.5,-5.16
-1.0640e-06,-630,-196,-2.54,-5.16
-1.0630e-06,-610,-196,-2.54,-5.16
-1.0620e-06,-630,-200,-2.46,-5
-1.0610e-06,-610,-196,-2.5,-5.16
-1.0600e-06,-610,-200,-2.5,-5
-1.0590e-06,-630,-200,-2.46,-5.08
-1.0580e-06,-630,-192,-2.54,-5.08
-1.0570e-06,-610,-196,-2.54,-5.08
-1.0560e-06,-630,-192,-2.58,-5
-1.0550e-06,-630,-196,-2.58,-5.16
-1.0540e-06,-630,-196,-2.54,-5
-1.0530e-06,-630,-192,-2.58,-5.08
-1.0520e-06,-630,-196,-2.58,-5.16
-1.0510e-06,-630,-196,-2.54,-5.16
-1.0500e-06,-610,-196,-2.5,-5.16
-1.0490e-06,-610,-200,-2.54,-5
-1.0480e-06,-630,-196,-2.5,-5.08
-1.0470e-06,-590,-196,-2.58,-5.16
-1.0460e-06,-630,-196,-2.58,-5.08
-1.0450e-06,-630,-192,-2.58,-5.16
-1.0440e-06,-610,-200,-2.54,-5.08
-1.0430e-06,-630,-200,-2.54,-5.16
-1.0420e-06,-630,-204,-2.58,-5.16
-1.0410e-06,-570,-192,-2.58,-5.24
-1.0400e-06,-650,-192,-2.58,-5.16
-1.0390e-06,-610,-196,-2.58,-5.32
-1.0380e-06,-610,-200,-2.62,-5.16
-1.0370e-06,-610,-192,-2.5,-5.08
-1.0360e-06,-650,-196,-2.62,-5.08
-1.0350e-06,-630,-188,-2.58,-5.16
-1.0340e-06,-630,-200,-2.58,-5.16
-1.0330e-06,-630,-196,-2.54,-5.16
-1.0320e-06,-630,-192,-2.62,-5.16
-1.0310e-06,-630,-196,-2.58,-5.24
-1.0300e-06,-610,-188,-2.54,-5.16
-1.0290e-06,-630,-196,-2.62,-5.16
-1.0280e-06,-610,-196,-2.58,-5.08
-1.0270e-06,-610,-192,-2.58,-5.24
-1.0260e-06,-590,-200,-2.54,-5.24
-1.0250e-06,-610,-200,-2.58,-5.24
-1.0240e-06,-590,-196,-2.58,-5.08
-1.0230e-06,-610,-192,-2.62,-5.16
-1.0220e-06,-650,-200,-2.58,-5.16
-1.0210e-06,-590,-192,-2.62,-5.24
-1.0200e-06,-630,-200,-2.58,-5.24
-1.0190e-06,-650,-196,-2.62,-5.4
-1.0180e-06,-610,-192,-2.66,-5.08
