Model,MSO4104
Firmware Version,2.48

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,1e-06,,,
Sample Interval,1e-09,,,
Record Length,10000,,,
Gating,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,500,500,10,10
Vertical Units,V,V,A,A
Vertical Offset,0,0,0,0
Vertical Scale,500,100,1,2
Label,,,,
TIME,CH1,CH2,CH3,CH4
3.0610e-06,-650,-192,-0.74,-3.24
3.0620e-06,-630,-200,-0.66,-3.24
3.0630e-06,-630,-192,-0.7,-3.32
3.0640e-06,-610,-200,-0.66,-3.16
3.0650e-06,-670,-192,-0.74,-3.16
3.0660e-06,-650,-200,-0.78,-3.16
3.0670e-06,-610,-200,-0.7,-3.24
3.0680e-06,-670,-200,-0.7,-3.32
3.0690e-06,-630,-192,-0.7,-3.24
3.0700e-06,-630,-200,-0.66,-3.08
3.0710e-06,-630,-196,-0.62,-3.24
3.0720e-06,-610,-204,-0.62,-3.16
3.0730e-06,-630,-192,-0.66,-3.32
3.0740e-06,-650,-200,-0.66,-3.16
3.0750e-06,-630,-200,-0.66,-3.16
3.0760e-06,-610,-200,-0.66,-3.16
3.0770e-06,-630,-200,-0.7,-3.32
3.0780e-06,-650,-196,-0.58,-3.16
3.0790e-06,-610,-200,-0.66,-3.24
3.0800e-06,-650,-200,-0.58,-3.16
3.0810e-06,-650,-200,-0.66,-3.32
3.0820e-06,-630,-196,-0.62,-3.24
3.0830e-06,-630,-192,-0.74,-3.24
3.0840e-06,-630,-204,-0.62,-3.16
3.0850e-06,-590,-196,-0.66,-3.24
3.0860e-06,-630,-200,-0.66,-3.16
3.0870e-06,-650,-200,-0.7,-3.24
3.0880e-06,-630,-200,-0.7,-3.24
3.0890e-06,-650,-204,-0.62,-3.24
3.0900e-06,-610,-200,-0.66,-3.32
3.0910e-06,-650,-192,-0.74,-3.32
3.0920e-06,-650,-200,-0.74,-3.24
3.0930e-06,-630,-192,-0.74,-3.32
3.0940e-06,-630,-204,-0.74,-3.16
3.0950e-06,-650,-196,-0.74,-3.4
3.0960e-06,-630,-196,-0.7,-3.24
3.0970e-06,-670,-192,-0.78,-3.48
3.0980e-06,-630,-200,-0.74,-3.16
3.0990e-06,-650,-200,-0.86,-3.24
3.1000e-06,-670,-192,-0.78,-3.32
3.1010e-06,-630,-196,-0.78,-3.4
3.1020e-06,-630,-192,-0.74,-3.24
3.1030e-06,-630,-196,-0.82,-3.24
3.1040e-06,-630,-200,-0.86,-3.32
3.1050e-06,-630,-192,-0.82,-3.32
3.1060e-06,-630,-200,-0.78,-3.24
3.1070e-06,-690,-192,-0.82,-3.4
3.1080e-06,-610,-200,-0.78,-3.24
3.1090e-06,-630,-196,-0.86,-3.32
3.1100e-06,-610,-204,-0.78,-3.24
3.1110e-06,-670,-200,-0.78,-3.4
3.1120e-06,-610,-200,-0.78,-3.24
3.1130e-06,-630,-192,-0.74,-3.32
3.1140e-06,-650,-204,-0.82,-3.32
3.1150e-06,-650,-196,-0.78,-3.24
3.1160e-06,-610,-200,-0.78,-3.24
3.1170e-06,-650,-192,-0.78,-3.32
3.1180e-06,-630,-204,-0.82,-3.24
3.1190e-06,-630,-200,-0.78,-3.24
3.1200e-06,-630,-196,-0.74,-3.4
3.1210e-06,-670,-196,-0.78,-3.24
3.1220e-06,-630,-196,-0.78,-3.4
3.1230e-06,-630,-204,-0.78,-3.32
3.1240e-06,-630,-196,-0.74,-3.32
3.1250e-06,-630,-204,-0.86,-3.32
3.1260e-06,-610,-204,-0.78,-3.24
3.1270e-06,-630,-196,-0.82,-3.32
3.1280e-06,-650,-200,-0.78,-3.32
3.1290e-06,-650,-204,-0.78,-3.32
3.1300e-06,-630,-192,-0.74,-3.32
3.1310e-06,-630,-200,-0.82,-3.48
3.1320e-06,-630,-204,-0.86,-3.32
3.1330e-06,-630,-192,-0.9,-3.48
3.1340e-06,-670,-204,-0.82,-3.32
3.1350e-06,-630,-192,-0.9,-3.48
3.1360e-06,-630,-200,-0.86,-3.32
3.1370e-06,-670,-200,-0.94,-3.4
3.1380e-06,-610,-200,-0.86,-3.32
3.1390e-06,-630,-200,-0.82,-3.4
3.1400e-06,-650,-200,-0.9,-3.4
3.1410e-06,-650,-204,-0.9,-3.48
3.1420e-06,-630,-196,-0.9,-3.32
3.1430e-06,-630,-200,-0.82,-3.4
3.1440e-06,-650,-196,-0.86,-3.32
3.1450e-06,-630,-196,-0.86,-3.48
3.1460e-06,-610,-200,-0.9,-3.32
3.1470e-06,-650,-196,-0.86,-3.4
3.1480e-06,-650,-196,-0.86,-3.4
3.1490e-06,-650,-196,-0.9,-3.4
3.1500e-06,-610,-196,-0.86,-3.4
3.1510e-06,-630,-192,-0.9,-3.48
3.1520e-06,-670,-196,-0.9,-3.4
3.1530e-06,-630,-196,-0.86,-3.48
3.1540e-06,-610,-196,-0.9,-3.4
3.1550e-06,-630,-196,-0.86,-3.4
3.1560e-06,-630,-192,-0.86,-3.32
3.1570e-06,-650,-200,-0.94,-3.32
3.1580e-06,-630,-200,-0.9,-3.48
3.1590e-06,-630,-192,-0.9,-3.48
3.1600e-06,-610,-200,-0.94,-3.32
3.1610e-06,-650,-200,-0.94,-3.4
3.1620e-06,-650,-196,-0.86,-3.56
3.1630e-06,-630,-196,-0.98,-3.48
3.1640e-06,-630,-200,-0.9,-3.4
3.1650e-06,-650,-200,-0.94,-3.48
3.1660e-06,-630,-196,-0.94,-3.4
3.1670e-06,-630,-200,-0.9,-3.48
3.1680e-06,-590,-196,-0.9,-3.4
3.1690e-06,-630,-204,-0.94,-3.48
3.1700e-06,-610,-196,-0.9,-3.48
3.1710e-06,-610,-192,-0.94,-3.4
3.1720e-06,-630,-200,-0.9,-3.4
3.1730e-06,-630,-200,-0.98,-3.4
3.1740e-06,-630,-200,-0.98,-3.32
3.1750e-06,-630,-200,-0.94,-3.4
3.1760e-06,-610,-200,-0.9,-3.56
3.1770e-06,-630,-196,-0.94,-3.48
3.1780e-06,-630,-196,-1.02,-3.4
3.1790e-06,-630,-204,-0.86,-3.48
3.1800e-06,-610,-200,-0.98,-3.56
3.1810e-06,-650,-196,-0.98,-3.48
3.1820e-06,-630,-204,-0.98,-3.56
3.1830e-06,-610,-196,-0.98,-3.48
3.1840e-06,-630,-196,-0.98,-3.48
3.1850e-06,-630,-196,-0.94,-3.56
3.1860e-06,-630,-200,-0.98,-3.48
3.1870e-06,-650,-204,-0.94,-3.48
3.1880e-06,-630,-204,-0.94,-3.56
3.1890e-06,-630,-204,-0.94,-3.48
3.1900e-06,-650,-200,-0.98,-3.4
3.1910e-06,-630,-200,-1.02,-3.56
3.1920e-06,-630,-200,-0.94,-3.48
3.1930e-06,-610,-192,-0.94,-3.48
3.1940e-06,-670,-192,-0.94,-3.48
3.1950e-06,-630,-204,-0.98,-3.48
3.1960e-06,-570,-192,-0.94,-3.56
3.1970e-06,-630,-200,-0.98,-3.48
3.1980e-06,-650,-200,-1.02,-3.48
3.1990e-06,-630,-196,-0.9,-3.48
3.2000e-06,-630,-204,-0.94,-3.56
3.2010e-06,-630,-196,-1.02,-3.64
3.2020e-06,-630,-196,-0.94,-3.56
3.2030e-06,-650,-196,-0.94,-3.48
3.2040e-06,-590,-196,-0.94,-3.48
3.2050e-06,-670,-196,-0.98,-3.64
3.2060e-06,-630,-192,-0.94,-3.56
3.2070e-06,-630,-196,-0.98,-3.56
3.2080e-06,-630,-200,-0.94,-3.48
3.2090e-06,-630,-192,-0.98,-3.64
3.2100e-06,-630,-200,-1.02,-3.56
3.2110e-06,-630,-192,-1.02,-3.64
3.2120e-06,-650,-196,-0.98,-3.56
3.2130e-06,-630,-192,-0.98,-3.72
3.2140e-06,-630,-200,-0.98,-3.56
3.2150e-06,-630,-196,-1.02,-3.64
3.2160e-06,-610,-200,-1.02,-3.56
3.2170e-06,-630,-204,-1.06,-3.48
3.2180e-06,-650,-204,-0.98,-3.56
3.2190e-06,-610,-200,-1.06,-3.64
3.2200e-06,-630,-196,-1.06,-3.48
3.2210e-06,-650,-192,-1.1,-3.64
3.2220e-06,-630,-204,-0.98,-3.56
3.2230e-06,-610,-208,-0.98,-3.64
3.2240e-06,-610,-204,-1.02,-3.56
3.2250e-06,-630,-204,-1.02,-3.64
3.2260e-06,-610,-196,-1.02,-3.48
3.2270e-06,-650,-196,-1.02,-3.64
3.2280e-06,-610,-196,-0.94,-3.48
3.2290e-06,-630,-200,-1.06,-3.48
3.2300e-06,-630,-200,-1.02,-3.48
3.2310e-06,-610,-196,-0.98,-3.56
3.2320e-06,-610,-192,-1.06,-3.48
3.2330e-06,-650,-204,-0.98,-3.48
3.2340e-06,-630,-196,-1.02,-3.56
3.2350e-06,-610,-200,-1.06,-3.72
3.2360e-06,-630,-196,-0.98,-3.48
3.2370e-06,-630,-196,-1.02,-3.64
3.2380e-06,-630,-196,-0.98,-3.4
3.2390e-06,-630,-200,-0.98,-3.48
3.2400e-06,-610,-192,-1.02,-3.56
3.2410e-06,-610,-196,-0.94,-3.56
3.2420e-06,-650,-196,-0.98,-3.64
3.2430e-06,-650,-196,-0.98,-3.56
3.2440e-06,-630,-196,-1.06,-3.64
3.2450e-06,-610,-196,-1.02,-3.64
3.2460e-06,-630,-204,-1.06,-3.56
3.2470e-06,-630,-196,-0.98,-3.64
3.2480e-06,-610,-192,-1.06,-3.72
3.2490e-06,-650,-192,-1.06,-3.64
3.2500e-06,-630,-200,-1.02,-3.56
3.2510e-06,-650,-196,-1.02,-3.64
3.2520e-06,-630,-196,-1.06,-3.56
3.2530e-06,-630,-192,-1.06,-3.64
3.2540e-06,-630,-200,-1.02,-3.48
3.2550e-06,-630,-192,-1.06,-3.64
3.2560e-06,-630,-204,-1.1,-3.56
3.2570e-06,-630,-196,-1.1,-3.64
3.2580e-06,-630,-192,-0.98,-3.64
3.2590e-06,-630,-196,-1.1,-3.64
3.2600e-06,-610,-196,-1.06,-3.64
3.2610e-06,-650,-192,-1.18,-3.64
3.2620e-06,-650,-196,-1.1,-3.56
3.2630e-06,-630,-196,-1.14,-3.64
3.2640e-06,-650,-200,-1.06,-3.64
3.2650e-06,-630,-196,-1.1,-3.64
3.2660e-06,-630,-200,-1.1,-3.56
3.2670e-06,-650,-196,-1.14,-3.56
3.2680e-06,-630,-200,-1.06,-3.72
3.2690e-06,-670,-196,-1.1,-3.64
3.2700e-06,-650,-200,-1.06,-3.56
3.2710e-06,-610,-200,-1.14,-3.56
3.2720e-06,-630,-204,-1.1,-3.64
3.2730e-06,-610,-192,-1.06,-3.48
3.2740e-06,-630,-196,-1.14,-3.56
3.2750e-06,-630,-196,-1.14,-3.72
3.2760e-06,-630,-196,-1.02,-3.56
3.2770e-06,-610,-196,-1.1,-3.64
3.2780e-06,-630,-200,-1.1,-3.56
3.2790e-06,-650,-196,-1.1,-3.64
3.2800e-06,-610,-200,-1.06,-3.56
3.2810e-06,-650,-200,-1.14,-3.72
3.2820e-06,-650,-200,-1.14,-3.72
3.2830e-06,-610,-196,-1.14,-3.64
3.2840e-06,-590,-196,-1.14,-3.56
3.2850e-06,-630,-192,-1.1,-3.72
3.2860e-06,-630,-208,-1.06,-3.56
3.2870e-06,-630,-196,-1.1,-3.72
3.2880e-06,-650,-200,-1.14,-3.64
3.2890e-06,-650,-196,-1.14,-3.72
3.2900e-06,-650,-204,-1.06,-3.64
3.2910e-06,-630,-196,-1.14,-3.64
3.2920e-06,-610,-196,-1.1,-3.72
3.2930e-06,-630,-200,-1.18,-3.72
3.2940e-06,-630,-196,-1.14,-3.64
3.2950e-06,-630,-196,-1.1,-3.64
3.2960e-06,-610,-192,-1.06,-3.72
3.2970e-06,-650,-196,-1.18,-3.72
3.2980e-06,-630,-200,-1.14,-3.56
3.2990e-06,-650,-196,-1.14,-3.64
3.3000e-06,-630,-192,-1.22,-3.8
3.3010e-06,-610,-196,-1.14,-3.8
3.3020e-06,-630,-200,-1.14,-3.64
3.3030e-06,-610,-196,-1.22,-3.72
3.3040e-06,-630,-192,-1.1,-3.64
3.3050e-06,-650,-196,-1.18,-3.8
3.3060e-06,-610,-200,-1.18,-3.56
3.3070e-06,-650,-192,-1.18,-3.72
3.3080e-06,-610,-196,-1.18,-3.64
3.3090e-06,-670,-196,-1.22,-3.56
3.3100e-06,-650,-196,-1.18,-3.56
3.3110e-06,-590,-192,-1.22,-3.8
3.3120e-06,-650,-200,-1.18,-3.56
3.3130e-06,-630,-196,-1.22,-3.64
3.3140e-06,-630,-204,-1.18,-3.64
3.3150e-06,-630,-196,-1.22,-3.72
3.3160e-06,-670,-200,-1.18,-3.64
3.3170e-06,-630,-200,-1.18,-3.72
3.3180e-06,-630,-196,-1.26,-3.72
3.3190e-06,-650,-200,-1.18,-3.8
3.3200e-06,-630,-204,-1.26,-3.72
3.3210e-06,-610,-204,-1.26,-3.88
3.3220e-06,-630,-200,-1.26,-3.56
3.3230e-06,-650,-192,-1.22,-3.8
3.3240e-06,-630,-200,-1.14,-3.64
3.3250e-06,-650,-200,-1.26,-3.72
3.3260e-06,-630,-204,-1.18,-3.72
3.3270e-06,-650,-196,-1.18,-3.72
3.3280e-06,-650,-196,-1.26,-3.72
3.3290e-06,-610,-196,-1.22,-3.8
3.3300e-06,-650,-200,-1.18,-3.8
3.3310e-06,-630,-200,-1.26,-3.8
3.3320e-06,-630,-200,-1.22,-3.8
3.3330e-06,-630,-196,-1.22,-3.8
3.3340e-06,-610,-200,-1.18,-3.64
3.3350e-06,-590,-200,-1.22,-3.72
3.3360e-06,-610,-200,-1.26,-3.72
3.3370e-06,-630,-196,-1.26,-3.72
3.3380e-06,-630,-196,-1.22,-3.72
3.3390e-06,-650,-196,-1.26,-3.8
3.3400e-06,-610,-200,-1.22,-3.88
3.3410e-06,-630,-196,-1.3,-3.8
3.3420e-06,-630,-200,-1.22,-3.8
3.3430e-06,-610,-200,-1.26,-3.8
3.3440e-06,-630,-200,-1.26,-3.72
3.3450e-06,-630,-200,-1.26,-3.88
3.3460e-06,-650,-204,-1.3,-3.64
3.3470e-06,-630,-196,-1.3,-3.72
3.3480e-06,-630,-196,-1.26,-3.8
3.3490e-06,-610,-200,-1.26,-3.88
3.3500e-06,-630,-200,-1.26,-3.64
3.3510e-06,-650,-196,-1.3,-3.96
3.3520e-06,-630,-196,-1.34,-3.72
3.3530e-06,-590,-200,-1.3,-3.96
3.3540e-06,-650,-196,-1.3,-3.72
3.3550e-06,-610,-188,-1.34,-3.88
3.3560e-06,-610,-192,-1.3,-3.8
3.3570e-06,-610,-196,-1.34,-3.88
3.3580e-06,-630,-200,-1.38,-3.96
3.3590e-06,-630,-196,-1.3,-3.64
3.3600e-06,-610,-200,-1.3,-3.8
3.3610e-06,-630,-192,-1.38,-3.88
3.3620e-06,-630,-200,-1.3,-3.72
3.3630e-06,-630,-196,-1.3,-3.88
3.3640e-06,-610,-204,-1.38,-3.88
3.3650e-06,-630,-192,-1.38,-3.88
3.3660e-06,-630,-196,-1.38,-3.88
3.3670e-06,-630,-196,-1.3,-3.96
3.3680e-06,-630,-200,-1.34,-3.8
3.3690e-06,-610,-200,-1.38,-3.8
3.3700e-06,-630,-196,-1.34,-3.8
3.3710e-06,-630,-196,-1.3,-3.88
3.3720e-06,-630,-196,-1.34,-3.8
3.3730e-06,-630,-196,-1.38,-3.96
3.3740e-06,-650,-196,-1.3,-3.8
3.3750e-06,-650,-196,-1.34,-3.88
3.3760e-06,-650,-200,-1.26,-3.8
3.3770e-06,-610,-192,-1.34,-3.88
3.3780e-06,-630,-200,-1.34,-3.8
3.3790e-06,-630,-196,-1.38,-3.8
3.3800e-06,-650,-196,-1.26,-3.88
3.3810e-06,-630,-200,-1.26,-3.96
3.3820e-06,-650,-200,-1.42,-3.8
3.3830e-06,-630,-196,-1.26,-3.96
3.3840e-06,-650,-196,-1.3,-3.88
3.3850e-06,-610,-192,-1.38,-3.88
3.3860e-06,-610,-196,-1.34,-3.88
3.3870e-06,-650,-200,-1.3,-3.96
3.3880e-06,-630,-196,-1.38,-3.8
3.3890e-06,-630,-200,-1.3,-3.96
3.3900e-06,-610,-192,-1.34,-3.8
3.3910e-06,-650,-196,-1.34,-3.96
3.3920e-06,-590,-204,-1.3,-3.88
3.3930e-06,-630,-196,-1.38,-3.88
3.3940e-06,-630,-200,-1.38,-3.88
3.3950e-06,-650,-188,-1.34,-3.8
3.3960e-06,-610,-196,-1.34,-3.8
3.3970e-06,-650,-196,-1.38,-3.96
3.3980e-06,-630,-204,-1.34,-3.88
3.3990e-06,-630,-188,-1.38,-3.96
3.4000e-06,-630,-192,-1.38,-3.88
3.4010e-06,-590,-196,-1.34,-4.04
3.4020e-06,-630,-204,-1.42,-3.88
3.4030e-06,-630,-196,-1.38,-3.96
3.4040e-06,-610,-200,-1.38,-3.88
3.4050e-06,-630,-192,-1.38,-3.96
3.4060e-06,-630,-200,-1.38,-3.88
3.4070e-06,-650,-196,-1.42,-4.04
3.4080e-06,-610,-200,-1.42,-3.96
3.4090e-06,-630,-200,-1.42,-3.96
3.4100e-06,-590,-200,-1.42,-3.88
3.4110e-06,-630,-200,-1.42,-3.96
3.4120e-06,-630,-196,-1.38,-3.88
3.4130e-06,-650,-200,-1.42,-4.04
3.4140e-06,-630,-196,-1.46,-3.8
3.4150e-06,-610,-200,-1.42,-3.88
3.4160e-06,-630,-200,-1.42,-3.8
3.4170e-06,-630,-196,-1.38,-3.96
3.4180e-06,-610,-196,-1.42,-3.96
3.4190e-06,-630,-192,-1.46,-3.88
3.4200e-06,-610,-196,-1.38,-3.96
3.4210e-06,-650,-192,-1.42,-3.96
3.4220e-06,-610,-188,-1.42,-3.96
3.4230e-06,-630,-200,-1.42,-3.96
3.4240e-06,-610,-196,-1.38,-3.88
3.4250e-06,-630,-200,-1.42,-4.04
3.4260e-06,-610,-192,-1.42,-3.96
3.4270e-06,-630,-200,-1.38,-4.04
3.4280e-06,-670,-204,-1.46,-3.96
3.4290e-06,-610,-192,-1.42,-3.96
3.4300e-06,-610,-196,-1.42,-3.96
3.4310e-06,-650,-196,-1.42,-4.04
3.4320e-06,-630,-200,-1.46,-4.04
3.4330e-06,-630,-200,-1.42,-3.96
3.4340e-06,-650,-196,-1.42,-4.04
3.4350e-06,-610,-200,-1.42,-4.04
3.4360e-06,-630,-192,-1.38,-3.96
3.4370e-06,-630,-188,-1.5,-4.04
3.4380e-06,-630,-196,-1.46,-3.8
3.4390e-06,-650,-192,-1.42,-3.96
3.4400e-06,-650,-192,-1.46,-4.04
3.4410e-06,-650,-192,-1.46,-3.96
3.4420e-06,-650,-200,-1.46,-3.88
3.4430e-06,-630,-196,-1.46,-4.12
3.4440e-06,-650,-200,-1.42,-4.04
3.4450e-06,-630,-188,-1.5,-3.96
3.4460e-06,-650,-204,-1.42,-3.96
3.4470e-06,-630,-196,-1.5,-4.04
3.4480e-06,-670,-196,-1.46,-3.96
3.4490e-06,-630,-196,-1.5,-3.96
3.4500e-06,-630,-196,-1.46,-4.04
3.4510e-06,-630,-200,-1.42,-3.96
3.4520e-06,-590,-196,-1.42,-4.12
3.4530e-06,-650,-188,-1.5,-4.12
3.4540e-06,-610,-200,-1.46,-3.96
3.4550e-06,-630,-200,-1.46,-4.04
3.4560e-06,-610,-196,-1.5,-4.04
3.4570e-06,-630,-192,-1.5,-4.12
3.4580e-06,-590,-200,-1.54,-3.96
3.4590e-06,-670,-196,-1.5,-3.96
3.4600e-06,-630,-196,-1.54,-4.04
3.4610e-06,-670,-196,-1.54,-4.12
3.4620e-06,-610,-196,-1.54,-4.12
3.4630e-06,-630,-188,-1.54,-3.96
3.4640e-06,-630,-196,-1.5,-3.96
3.4650e-06,-610,-196,-1.5,-4.04
3.4660e-06,-590,-196,-1.5,-4.04
3.4670e-06,-630,-200,-1.5,-4.04
3.4680e-06,-650,-192,-1.62,-4.12
3.4690e-06,-650,-192,-1.46,-4.2
3.4700e-06,-610,-196,-1.54,-3.96
3.4710e-06,-630,-196,-1.58,-4.04
3.4720e-06,-630,-192,-1.46,-3.96
3.4730e-06,-630,-192,-1.5,-4.04
3.4740e-06,-650,-196,-1.5,-4.04
3.4750e-06,-610,-196,-1.58,-4.04
3.4760e-06,-650,-200,-1.54,-4.12
3.4770e-06,-610,-196,-1.5,-4.04
3.4780e-06,-610,-196,-1.5,-4.04
3.4790e-06,-630,-200,-1.54,-4.12
3.4800e-06,-650,-200,-1.54,-4.04
3.4810e-06,-630,-196,-1.54,-3.96
3.4820e-06,-650,-192,-1.5,-4.12
3.4830e-06,-650,-196,-1.58,-4.04
3.4840e-06,-630,-200,-1.54,-3.96
3.4850e-06,-630,-200,-1.54,-4.04
3.4860e-06,-610,-204,-1.5,-4.12
3.4870e-06,-630,-192,-1.58,-4.12
3.4880e-06,-610,-200,-1.54,-4.04
3.4890e-06,-650,-196,-1.62,-4.2
3.4900e-06,-630,-200,-1.58,-4.04
3.4910e-06,-630,-192,-1.58,-4.12
3.4920e-06,-630,-196,-1.58,-4.04
3.4930e-06,-610,-200,-1.54,-4.12
3.4940e-06,-610,-196,-1.58,-4.04
3.4950e-06,-630,-196,-1.54,-4.12
3.4960e-06,-630,-196,-1.58,-4.04
3.4970e-06,-630,-196,-1.58,-4.04
3.4980e-06,-610,-196,-1.62,-4.04
3.4990e-06,-630,-196,-1.62,-4.12
3.5000e-06,-610,-200,-1.62,-4.12
3.5010e-06,-630,-188,-1.62,-4.12
3.5020e-06,-630,-196,-1.62,-4.12
3.5030e-06,-590,-196,-1.58,-4.12
3.5040e-06,-590,-196,-1.58,-4.04
3.5050e-06,-630,-196,-1.58,-4.12
3.5060e-06,-650,-196,-1.58,-4.12
3.5070e-06,-630,-188,-1.58,-4.28
3.5080e-06,-610,-196,-1.58,-4.04
3.5090e-06,-650,-196,-1.66,-4.2
3.5100e-06,-650,-204,-1.58,-4.12
3.5110e-06,-630,-196,-1.66,-4.12
3.5120e-06,-630,-192,-1.66,-4.2
3.5130e-06,-630,-200,-1.66,-4.2
3.5140e-06,-610,-200,-1.62,-4.12
3.5150e-06,-650,-196,-1.62,-4.12
3.5160e-06,-590,-196,-1.66,-4.04
3.5170e-06,-590,-196,-1.62,-4.2
3.5180e-06,-630,-196,-1.62,-4.2
3.5190e-06,-630,-196,-1.62,-4.2
3.5200e-06,-630,-196,-1.54,-4.12
3.5210e-06,-610,-196,-1.62,-4.12
3.5220e-06,-630,-196,-1.58,-4.2
3.5230e-06,-630,-196,-1.62,-4.2
3.5240e-06,-610,-196,-1.62,-4.2
3.5250e-06,-650,-200,-1.58,-4.12
3.5260e-06,-630,-200,-1.66,-4.12
3.5270e-06,-650,-196,-1.66,-4.2
3.5280e-06,-650,-196,-1.66,-4.12
3.5290e-06,-650,-196,-1.66,-4.2
3.5300e-06,-630,-204,-1.58,-4.04
3.5310e-06,-610,-200,-1.58,-4.04
3.5320e-06,-610,-200,-1.66,-4.04
3.5330e-06,-650,-196,-1.66,-4.2
3.5340e-06,-630,-200,-1.66,-4.12
3.5350e-06,-650,-188,-1.62,-4.12
3.5360e-06,-630,-204,-1.7,-4.2
3.5370e-06,-650,-192,-1.66,-4.12
3.5380e-06,-630,-196,-1.7,-4.12
3.5390e-06,-650,-196,-1.7,-4.12
3.5400e-06,-590,-200,-1.66,-4.12
3.5410e-06,-650,-196,-1.7,-4.12
3.5420e-06,-630,-196,-1.66,-4.12
3.5430e-06,-650,-192,-1.62,-4.2
3.5440e-06,-610,-196,-1.7,-4.2
3.5450e-06,-650,-196,-1.7,-4.2
3.5460e-06,-630,-200,-1.7,-4.2
3.5470e-06,-630,-196,-1.7,-4.28
3.5480e-06,-630,-204,-1.78,-4.12
3.5490e-06,-650,-192,-1.7,-4.36
3.5500e-06,-630,-200,-1.7,-4.12
3.5510e-06,-590,-192,-1.74,-4.2
3.5520e-06,-590,-204,-1.7,-4.2
3.5530e-06,-630,-188,-1.66,-4.2
3.5540e-06,-630,-196,-1.62,-4.12
3.5550e-06,-630,-200,-1.66,-4.36
3.5560e-06,-650,-196,-1.7,-4.36
3.5570e-06,-650,-200,-1.74,-4.12
3.5580e-06,-650,-196,-1.7,-4.2
3.5590e-06,-630,-196,-1.7,-4.2
3.5600e-06,-650,-200,-1.66,-4.2
3.5610e-06,-630,-192,-1.74,-4.36
3.5620e-06,-610,-196,-1.78,-4.12
3.5630e-06,-650,-192,-1.78,-4.28
3.5640e-06,-610,-196,-1.7,-4.2
3.5650e-06,-630,-192,-1.7,-4.36
3.5660e-06,-650,-196,-1.74,-4.2
3.5670e-06,-630,-196,-1.74,-4.28
3.5680e-06,-630,-192,-1.7,-4.2
3.5690e-06,-650,-196,-1.74,-4.28
3.5700e-06,-630,-196,-1.78,-4.2
3.5710e-06,-670,-192,-1.82,-4.28
3.5720e-06,-610,-196,-1.74,-4.2
3.5730e-06,-630,-196,-1.74,-4.2
3.5740e-06,-650,-192,-1.7,-4.2
3.5750e-06,-630,-196,-1.74,-4.28
3.5760e-06,-630,-200,-1.78,-4.2
3.5770e-06,-630,-196,-1.74,-4.28
3.5780e-06,-650,-200,-1.74,-4.28
3.5790e-06,-610,-200,-1.78,-4.28
3.5800e-06,-610,-192,-1.74,-4.2
3.5810e-06,-630,-200,-1.78,-4.2
3.5820e-06,-590,-200,-1.7,-4.2
3.5830e-06,-610,-196,-1.86,-4.2
3.5840e-06,-650,-192,-1.74,-4.28
3.5850e-06,-630,-192,-1.82,-4.2
3.5860e-06,-650,-192,-1.78,-4.2
3.5870e-06,-670,-192,-1.82,-4.2
3.5880e-06,-630,-204,-1.78,-4.28
3.5890e-06,-610,-196,-1.74,-4.28
3.5900e-06,-630,-188,-1.78,-4.28
3.5910e-06,-610,-196,-1.78,-4.28
3.5920e-06,-630,-196,-1.82,-4.28
3.5930e-06,-630,-192,-1.78,-4.28
3.5940e-06,-650,-200,-1.78,-4.28
3.5950e-06,-610,-196,-1.82,-4.36
3.5960e-06,-670,-200,-1.78,-4.36
3.5970e-06,-630,-192,-1.86,-4.36
3.5980e-06,-650,-200,-1.78,-4.36
3.5990e-06,-630,-196,-1.82,-4.36
3.6000e-06,-630,-196,-1.82,-4.36
3.6010e-06,-630,-192,-1.78,-4.36
3.6020e-06,-610,-200,-1.78,-4.2
3.6030e-06,-630,-192,-1.78,-4.28
3.6040e-06,-630,-200,-1.86,-4.2
3.6050e-06,-630,-192,-1.78,-4.28
3.6060e-06,-630,-200,-1.9,-4.36
3.6070e-06,-590,-200,-1.86,-4.36
3.6080e-06,-630,-192,-1.78,-4.28
3.6090e-06,-590,-196,-1.82,-4.28
3.6100e-06,-630,-200,-1.82,-4.36
3.6110e-06,-610,-204,-1.9,-4.28
3.6120e-06,-610,-196,-1.82,-4.28
3.6130e-06,-670,-200,-1.86,-4.36
3.6140e-06,-590,-196,-1.78,-4.36
3.6150e-06,-650,-200,-1.86,-4.36
3.6160e-06,-630,-196,-1.9,-4.36
3.6170e-06,-630,-192,-1.86,-4.44
3.6180e-06,-610,-196,-1.82,-4.2
3.6190e-06,-630,-196,-1.9,-4.44
3.6200e-06,-630,-196,-1.9,-4.28
3.6210e-06,-630,-192,-1.9,-4.44
3.6220e-06,-610,-196,-1.9,-4.36
3.6230e-06,-650,-192,-1.9,-4.36
3.6240e-06,-650,-196,-1.94,-4.36
3.6250e-06,-630,-196,-1.9,-4.44
3.6260e-06,-630,-196,-1.9,-4.44
3.6270e-06,-630,-196,-1.94,-4.44
3.6280e-06,-630,-196,-1.86,-4.28
3.6290e-06,-630,-200,-1.94,-4.36
3.6300e-06,-610,-192,-1.82,-4.44
3.6310e-06,-610,-196,-1.9,-4.44
3.6320e-06,-610,-200,-1.86,-4.28
3.6330e-06,-630,-196,-1.9,-4.44
